Name,Ranking,Reviews,Rating,Price,Cuisines,Address,Latitude,Longitude,Phone,Link
F.X. Buckley Steakhouse Parkgate St.,119,793,4.5,Average,"['Steakhouse', 'Irish', 'Bar']","28 Parkgate Street, Dublin D08 CH93 Ireland",53.3481715,-6.2936318,+353 1 671 9352,/Restaurant_Review-g186605-d696352-Reviews-F_X_Buckley_Steakhouse_Parkgate_St-Dublin_County_Dublin.html
Hugo's,120,965,4.5,Average,"['Irish', 'International', 'Vegetarian Friendly']","6 Merrion Row, Dublin D02 T657 Ireland",53.33839090074065,-6.254444355110028,+353 1 676 5955,/Restaurant_Review-g186605-d1026131-Reviews-Hugo_s-Dublin_County_Dublin.html
Thai Spice,121,349,4.5,Average,"['Thai', 'Vegetarian Friendly', 'Vegan Options']","3A Talbot Place, Dublin 1 Ireland",53.35101230587296,-6.251300535672897,+353 1 855 0226,/Restaurant_Review-g186605-d812875-Reviews-Thai_Spice-Dublin_County_Dublin.html
Pichet,122,1351,4.5,Average,"['French', 'Irish', 'European']","14-15 Trinity Street City Centre South, Dublin D2 Ireland",53.34388447764478,-6.262175956961065,+353 1 677 1060,/Restaurant_Review-g186605-d1529944-Reviews-Pichet-Dublin_County_Dublin.html
Musashi Noodles & Sushi Bar,123,673,4.5,Average,"['Japanese', 'Seafood', 'Sushi']","15 Capel Street Dublin 1, Dublin Dublin 1 Ireland",53.34696817829043,-6.268146554104451,+353 1 532 8057,/Restaurant_Review-g186605-d2515200-Reviews-Musashi_Noodles_Sushi_Bar-Dublin_County_Dublin.html
J W Sweetman Craft Brewery,124,1061,4.5,Average,"['Irish', 'Brew Pub', 'Bar']","1 & 2 Burgh quay, Dublin Ireland",53.3469782,-6.2582006,+353 1 670 5777,/Restaurant_Review-g186605-d696294-Reviews-J_W_Sweetman_Craft_Brewery-Dublin_County_Dublin.html
L'Ecrivain,126,868,4.5,Expensive,"['French', 'Irish', 'European']","109 Lower Baggot St, Dublin Ireland",53.33628566496766,-6.248537790241988,+353 1 661 1919,/Restaurant_Review-g186605-d696266-Reviews-L_Ecrivain-Dublin_County_Dublin.html
Avoca,127,1083,4.5,Average,"['Irish', 'Cafe', 'European']","11-13 Suffolk Street, Dublin Ireland",53.3435495,-6.259909,+353 1 677 4215,/Restaurant_Review-g186605-d2335461-Reviews-Avoca-Dublin_County_Dublin.html
Peruke & Periwig,128,520,4.5,Average,"['Irish', 'Bar', 'European']","31 Dawson Street Dublin 2, Dublin Ireland",53.3400965,-6.258775102897862,+353 1 672 7190,/Restaurant_Review-g186605-d6453066-Reviews-Peruke_Periwig-Dublin_County_Dublin.html
Lanigans Pub Eden Quay,129,194,4.5,Cheap,"['Irish', 'Bar', 'European']","10 Eden Quay, Dublin Ireland",53.3480297,-6.257906073374041,+353 1 874 3535,/Restaurant_Review-g186605-d7270006-Reviews-Lanigans_Pub_Eden_Quay-Dublin_County_Dublin.html
Silk Road Cafe,130,296,4.5,Average,"['Cafe', 'Mediterranean', 'Middle Eastern']","Chester Beatty Library Dublin Castle, Dublin Ireland",53.3422878,-6.2674266,+353 1 407 0770,/Restaurant_Review-g186605-d2704860-Reviews-Silk_Road_Cafe-Dublin_County_Dublin.html
Ryan’s of Parkgate Street,131,298,4.5,Average,"['Irish', 'Bar', 'Pub']","28 Parkgate Street, Dublin D08 CH93 Ireland",53.3481715,-6.2936318,+353 1 677 6097,/Restaurant_Review-g186605-d4295276-Reviews-Ryan_s_of_Parkgate_Street-Dublin_County_Dublin.html
The Hungry Mexican Restaurant,132,556,4.5,Average,"['Mexican', 'Vegetarian Friendly', 'Vegan Options']","5 Aston Quay Dublin 1, Dublin D02 K504 Ireland",53.3462788,-6.261402,+353 1 555 9057,/Restaurant_Review-g186605-d5570591-Reviews-The_Hungry_Mexican_Restaurant-Dublin_County_Dublin.html
The Jar,133,300,4.5,Average,"['Bar', 'Pizza', 'European']","31 Wexford Street, Dublin D02 K232 Ireland",53.3369586,-6.2657049,+353 1 557 9688,/Restaurant_Review-g186605-d10045419-Reviews-The_Jar-Dublin_County_Dublin.html
Mochaland Cafe,134,778,4.5,Cheap,"['Cafe', 'Mediterranean', 'European']","20 Lower Ormond Quay, Dublin 0000 Ireland",53.346338,-6.265642,+353 1 874 9029,/Restaurant_Review-g186605-d6894236-Reviews-Mochaland_Cafe-Dublin_County_Dublin.html
Musashi IFSC,135,255,4.5,Average,"['Japanese', 'Sushi', 'Asian']","Unit 2, Burton Hall, Custom House Square Mayor Street, Dublin Ireland",53.349629,-6.2434457,+353 1 555 7373,/Restaurant_Review-g186605-d2701767-Reviews-Musashi_IFSC-Dublin_County_Dublin.html
Vintage Cocktail Club,136,1062,4.5,Average,"['Bar', 'Vegetarian Friendly']","15 Crown Alley Temple Bar, Dublin Ireland",53.3450767,-6.2629605,+353 1 675 3547,/Restaurant_Review-g186605-d3984187-Reviews-Vintage_Cocktail_Club-Dublin_County_Dublin.html
Corfu Greek Restaurant,137,861,4.5,Average,"['Mediterranean', 'European', 'Greek']","12 Parliament Street, Dublin D2 Ireland",53.3447391,-6.2672797,+353 1 675 0050,/Restaurant_Review-g186605-d2636687-Reviews-Corfu_Greek_Restaurant-Dublin_County_Dublin.html
Chai Yo,138,436,4.5,Average,"['Chinese', 'Japanese', 'Asian']","100 Baggot Street Lower, Dublin D02 X048 Ireland",53.33580011584014,-6.24761904131799,+353 1 676 7652,/Restaurant_Review-g186605-d804407-Reviews-Chai_Yo-Dublin_County_Dublin.html
Taste at Rustic,139,422,4.5,Expensive,"['Japanese', 'Sushi', 'Asian']","17 South Great George's Street, Dublin D02 HD76 Ireland",53.34301646067142,-6.264292795324801,+353 1 707 9596,/Restaurant_Review-g186605-d8124837-Reviews-Taste_at_Rustic-Dublin_County_Dublin.html
The Barge,140,540,4.0,Average,"['Irish', 'Bar', 'European']","42 Charlemont Street, Dublin Ireland",53.3305512,-6.2605878,+353 1 475 1869,/Restaurant_Review-g186605-d3258139-Reviews-The_Barge-Dublin_County_Dublin.html
Uno Mas,141,93,4.5,Average,"['Mediterranean', 'European', 'Spanish']","6 Aungier Street, Dublin D02 WN47 Ireland",53.3410627,-6.2653972,+353 1 475 8538,/Restaurant_Review-g186605-d15694842-Reviews-Uno_Mas-Dublin_County_Dublin.html
BANG Restaurant & Bar,142,925,4.0,Expensive,"['Irish', 'International', 'European']","11 Merrion Row, Dublin Ireland",53.3384436915864,-6.25474710537941,+353 1 400 4229,/Restaurant_Review-g186605-d743274-Reviews-BANG_Restaurant_Bar-Dublin_County_Dublin.html
The Beer Market,143,256,4.5,Average,"['American', 'Irish', 'Bar']","13 High Street, Dublin Ireland",53.3433119,-6.2733853,+353 1 244 4917,/Restaurant_Review-g186605-d8384459-Reviews-The_Beer_Market-Dublin_County_Dublin.html
Paulie's Pizza,144,593,4.5,Average,"['Italian', 'Pizza', 'Neapolitan']","58 Upper Grand Canal Street Dublin 4, Dublin Ireland",53.3372597666932,-6.234690803704816,+353 1 664 3658,/Restaurant_Review-g186605-d2208638-Reviews-Paulie_s_Pizza-Dublin_County_Dublin.html
Bar Italia ristorante,145,746,4.5,Average,"['Italian', 'Pizza', 'Mediterranean']","26 Lower Ormond Quay, Dublin D1 Ireland",53.349215277167,-6.24339334502929,+353 1 874 1000,/Restaurant_Review-g186605-d788204-Reviews-Bar_Italia_ristorante-Dublin_County_Dublin.html
Asador,146,561,4.5,Average,"['Irish', 'Vegetarian Friendly', 'Vegan Options']","1 Victoria House Haddington Road, Dublin Dublin 4 Ireland",53.334621,-6.243826,+353 1 254 5353,/Restaurant_Review-g186605-d3625345-Reviews-Asador-Dublin_County_Dublin.html
Camden Kitchen,147,321,4.5,Average,"['Irish', 'European', 'Contemporary']","3A Camden Market Grantham Street, Dublin Ireland",53.33413307567554,-6.26587277661734,+353 1 476 0125,/Restaurant_Review-g186605-d1837631-Reviews-Camden_Kitchen-Dublin_County_Dublin.html
The Wild Goose Grill,148,220,4.5,Average,"['Irish', 'International', 'European']","1 Sandford Road Ranelagh, Dublin Ireland",53.3232597,-6.2499631,+353 1 491 2377,/Restaurant_Review-g186605-d2537030-Reviews-The_Wild_Goose_Grill-Dublin_County_Dublin.html
The Celt Pub,149,1969,4.5,Average,"['Irish', 'Bar', 'European']","81 Talbot Street, Dublin Ireland",53.3505727,-6.2548867,+353 1 878 8655,/Restaurant_Review-g186605-d3205289-Reviews-The_Celt_Pub-Dublin_County_Dublin.html
The Quays Irish Restaurant,150,3669,4.5,Average,"['Irish', 'Pub', 'Gastropub']","10-12 Temple Bar Square Dublin 2, Dublin 2 Ireland",53.3456424,-6.2630923,+353 1 671 3922,/Restaurant_Review-g186605-d1148193-Reviews-The_Quays_Irish_Restaurant-Dublin_County_Dublin.html
Ely Wine Bar,151,585,4.5,Average,"['Irish', 'European', 'Wine Bar']","22 Ely Place, Dublin Ireland",53.337921949999995,-6.25408401196103,+353 1 676 8986,/Restaurant_Review-g186605-d783128-Reviews-Ely_Wine_Bar-Dublin_County_Dublin.html
Murray's Bar,152,3817,4.5,Average,"['Irish', 'Brew Pub', 'British']","33-34 O'Connell St. Upper only 100 meters from the GPO, Dublin Dublin 1 Ireland",53.35246,-6.260899999999999,+353 1 878 7505,/Restaurant_Review-g186605-d1599708-Reviews-Murray_s_Bar-Dublin_County_Dublin.html
The Old Spot,153,556,4.5,Average,"['Irish', 'Bar', 'European']","14 Bath Avenue Sandymount, Dublin 4 Ireland",53.33733357390815,-6.2331144589680205,+353 1 660 5599,/Restaurant_Review-g186605-d7264010-Reviews-The_Old_Spot-Dublin_County_Dublin.html
Konkan Clanbrassil Street,154,215,4.5,Average,"['Indian', 'Asian', 'Healthy']","46 Clanbrassil Street Upper Near Harolds Cross Bridge, Dublin D08 RF88 Ireland",53.3308134,-6.2750427,+353 1 473 8252,/Restaurant_Review-g186605-d946118-Reviews-Konkan_Clanbrassil_Street-Dublin_County_Dublin.html
The Mongolian Barbeque,155,1058,4.5,Cheap,"['Barbecue', 'Asian', 'Mongolian']","7 Anglesea Street Temple Bar, Dublin Ireland",53.344891917084475,-6.2619443156793215,+353 1 670 4154,/Restaurant_Review-g186605-d1501863-Reviews-The_Mongolian_Barbeque-Dublin_County_Dublin.html
Kilkenny Cafe and Restaurant,156,804,4.5,Average,"['Irish', 'Cafe', 'European']","6-15 Nassau Street, Dublin, Ireland Dublin 2, Dublin Ireland",53.3421857,-6.2554177,+353 1 677 7066,/Restaurant_Review-g186605-d1997122-Reviews-Kilkenny_Cafe_and_Restaurant-Dublin_County_Dublin.html
Suesey Street,157,390,4.5,Expensive,"['Irish', 'Seafood', 'European']","26 Fitzwilliam Place Dublin 2, Dublin Ireland Ireland",53.33273148349633,-6.25246199337057,+353 1 669 4600,/Restaurant_Review-g186605-d2098368-Reviews-Suesey_Street-Dublin_County_Dublin.html
Tomahawk,158,329,4.5,Average,"['Steakhouse', 'European', 'Gluten Free Options']","1 Essex Street East, Temple Bar, Dublin DUBLIN Ireland",53.34513545758632,-6.267027981433167,+353 1 616 9564,/Restaurant_Review-g186605-d12856973-Reviews-Tomahawk-Dublin_County_Dublin.html
SEARSONS of Baggot St.,159,787,4.5,Average,"['Irish', 'Bar', 'European']","42-44 Upper Baggot Street, Dublin Ireland",53.3333684,-6.2428665,+353 1 660 0330,/Restaurant_Review-g186605-d3632765-Reviews-SEARSONS_of_Baggot_St-Dublin_County_Dublin.html
Craft,160,119,4.5,Average,"['Irish', 'European', 'Contemporary']","208 Harold's Cross Rd, Dublin 6W Ireland",53.3225868,-6.279472,+353 1 497 8632,/Restaurant_Review-g186605-d10021746-Reviews-Craft-Dublin_County_Dublin.html
Zakura Izakaya,162,155,4.5,Average,"['Japanese', 'Sushi', 'Asian']","7 Baggot Street Upper Dublin 4, Dublin Ireland",53.3337511,-6.2450232,+353 1 563 8000,/Restaurant_Review-g186605-d8797636-Reviews-Zakura_Izakaya-Dublin_County_Dublin.html
Klaw,163,1104,4.5,Average,"['Irish', 'Seafood', 'Soups']","5A Crown Alley Crown Alley 5a, Dublin, County Dublin, Dublin Ireland",53.34536835253761,-6.262868858132656,+353 1 549 2244,/Restaurant_Review-g186605-d8463924-Reviews-Klaw-Dublin_County_Dublin.html
Madigan's Pub North Earl Street,164,348,4.5,Average,"['Irish', 'Bar', 'Pub']","25 North Earl Street, Dublin Ireland",53.35008165,-6.2593467,+353 1 874 0646,/Restaurant_Review-g186605-d6387249-Reviews-Madigan_s_Pub_North_Earl_Street-Dublin_County_Dublin.html
Trocadero,165,1063,4.5,Average,"['Irish', 'European', 'Vegetarian Friendly']","4 St Andrew St, Dublin 2 Ireland",53.343399606343795,-6.2617922574307325,+353 1 677 5545,/Restaurant_Review-g186605-d788905-Reviews-Trocadero-Dublin_County_Dublin.html
The Hairy Lemon Cafe Bar,166,2342,4.5,Average,"['Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']","42 Lower Stephens Street, Dublin 2 Ireland",53.3412225,-6.2638703,+353 1 671 8949,/Restaurant_Review-g186605-d806339-Reviews-The_Hairy_Lemon_Cafe_Bar-Dublin_County_Dublin.html
Viva,167,402,4.5,Average,"['Mediterranean', 'European', 'Spanish']","27 Richmond Street South Portobello, Dublin 2 Ireland",53.330817922314345,-6.2644362458308125,+353 1 424 4043,/Restaurant_Review-g186605-d2104240-Reviews-Viva-Dublin_County_Dublin.html
Bunsen South Anne Street,168,319,4.5,Cheap,"['American', 'Irish', 'Gluten Free Options']","3 South Anne Street Dublin 2, Dublin Ireland",53.3412364,-6.2599712,+353 1 652 1022,/Restaurant_Review-g186605-d10021173-Reviews-Bunsen_South_Anne_Street-Dublin_County_Dublin.html
The Porterhouse Temple Bar,169,2325,4.5,Average,"['American', 'Irish', 'Bar']","16-18 Parliament Street, Dublin D2 Ireland",53.345133849999996,-6.267418747562573,+353 1 679 8847,/Restaurant_Review-g186605-d696339-Reviews-The_Porterhouse_Temple_Bar-Dublin_County_Dublin.html
One Pico Restaurant,170,748,4.5,Expensive,"['French', 'Irish', 'Vegetarian Friendly']","5-6 Molesworth Place Schoolhouse Lane, off St. Stephen's green, Dublin Dublin 2 Ireland",53.3405891,-6.2573068,+353 1 676 0300,/Restaurant_Review-g186605-d696321-Reviews-One_Pico_Restaurant-Dublin_County_Dublin.html
Pinocchio Italian Restaurant Temple Bar,172,344,4.5,Average,"['Italian', 'Pizza', 'Mediterranean']","1 Pudding Row Essex Street West, Temple Bar, Dublin Ireland",53.3261338546288,-6.25582336777171,+353 1 671 9524,/Restaurant_Review-g186605-d10516461-Reviews-Pinocchio_Italian_Restaurant_Temple_Bar-Dublin_County_Dublin.html
The Butcher Grill,173,306,4.5,Average,"['Steakhouse', 'European', 'Grill']","92 Ranelagh Village, Dublin D6 Ireland",53.324288021599635,-6.252727790636183,+353 1 498 1805,/Restaurant_Review-g186605-d1965373-Reviews-The_Butcher_Grill-Dublin_County_Dublin.html
The Pig's Ear,174,1614,4.5,Expensive,"['Irish', 'European', 'Vegetarian Friendly']","4 Nassau Street, Dublin 2 Ireland",53.3422594524162,-6.254986572364018,+353 1 670 3865,/Restaurant_Review-g186605-d1371315-Reviews-The_Pig_s_Ear-Dublin_County_Dublin.html
Pho Viet,176,691,4.5,Cheap,"['Asian', 'Vietnamese', 'Soups']","162 Parnell Street, Dublin Dublin 1 Ireland",53.352908,-6.260928,+353 1 878 3165,/Restaurant_Review-g186605-d3795065-Reviews-Pho_Viet-Dublin_County_Dublin.html
Featherblade,177,584,4.5,Average,"['Steakhouse', 'Irish', 'Bar']","51 Dawson Street, Dublin Dublin 2 Ireland",53.341741389561186,-6.258301734924316,+353 1 679 8814,/Restaurant_Review-g186605-d8669862-Reviews-Featherblade-Dublin_County_Dublin.html
WILDE Restaurant,178,288,4.5,Expensive,"['International', 'Fusion', 'Vegetarian Friendly']","Grafton Street, Dublin Dublin 2 Ireland",53.3399737,-6.2607344,+353 1 646 3352,/Restaurant_Review-g186605-d784311-Reviews-WILDE_Restaurant-Dublin_County_Dublin.html
Rosa Madre,180,774,4.5,Average,"['Italian', 'Steakhouse', 'Seafood']","7 Crow Street, Temple Bar, Dublin dublin 2 Ireland",53.3448742573452,-6.263819740173807,+353 1 551 1206,/Restaurant_Review-g186605-d4178171-Reviews-Rosa_Madre-Dublin_County_Dublin.html
The Canal Bank Cafe,181,621,4.5,Average,"['Irish', 'European', 'Vegetarian Friendly']","146 Upper Leeson Street, Dublin d4 Ireland",53.3311078,-6.2515745,+353 1 664 2135,/Restaurant_Review-g186605-d784697-Reviews-The_Canal_Bank_Cafe-Dublin_County_Dublin.html
The Larder Restaurant & Brew House,183,953,4.5,Average,"['Irish', 'European', 'Vegetarian Friendly']","8 Parliament Street, Dublin Ireland",53.34455235,-6.2671779,+353 86 850 6301,/Restaurant_Review-g186605-d953880-Reviews-The_Larder_Restaurant_Brew_House-Dublin_County_Dublin.html
Gotham Cafe,184,803,4.5,Average,"['Steakhouse', 'Irish', 'Pizza']","8 South Anne St. Dublin 2, Dublin Ireland",53.341197550000004,-6.259598208161114,+353 1 679 5266,/Restaurant_Review-g186605-d696233-Reviews-Gotham_Cafe-Dublin_County_Dublin.html
Marrakesh by mindo,186,91,5.0,Average,"['Moroccan', 'Middle Eastern', 'Vegetarian Friendly']","121-122 Capel Street, Dublin D01 V3P0 Ireland",53.3487558,-6.2691069,+353 1 878 8988,/Restaurant_Review-g186605-d14167991-Reviews-Marrakesh_by_mindo-Dublin_County_Dublin.html
Kathmandu Kitchen Nepalese & Indian Restaurant,187,899,4.5,Average,"['Indian', 'Asian', 'Balti']","18 Dame Street Dublin 2, Dublin Ireland",53.34396115,-6.265039898637543,+353 1 611 1706,/Restaurant_Review-g186605-d3742785-Reviews-Kathmandu_Kitchen_Nepalese_Indian_Restaurant-Dublin_County_Dublin.html
Slattery's Pub,188,227,4.5,Average,"['Irish', 'Bar', 'Pub']","62 Upper Grand Canal Street Beggars Bush, Dublin Dublin 4 Ireland",53.3372738,-6.2342466,+353 1 668 5481,/Restaurant_Review-g186605-d8311075-Reviews-Slattery_s_Pub-Dublin_County_Dublin.html
37 Dawson Street,189,619,4.5,Average,"['Bar', 'European', 'Pub']","37 Dawson Street, Dublin Ireland",53.3405415,-6.258784212780899,+353 1 902 2908,/Restaurant_Review-g186605-d3249806-Reviews-37_Dawson_Street-Dublin_County_Dublin.html
Olesya's Wine Bar,190,331,4.5,Average,"['Mediterranean', 'European', 'Wine Bar']","18 Exchequer Street, Dublin DUBLIN 2 Ireland",53.3430433,-6.2628703,+353 1 672 4087,/Restaurant_Review-g186605-d1103532-Reviews-Olesya_s_Wine_Bar-Dublin_County_Dublin.html
The Saddle Room Restaurant,191,561,4.5,Expensive,"['Irish', 'International', 'European']","27 St. Stephen's Green The Shelbourne Dublin, Dublin 2 Ireland",53.3389689548826,-6.2560684052543305,+353 1 663 4500,/Restaurant_Review-g186605-d1370549-Reviews-The_Saddle_Room_Restaurant-Dublin_County_Dublin.html
Bakers Pub,192,317,4.5,Cheap,"['International', 'European', 'Vegetarian Friendly']","47 - 48 Thomas Street The Liberties, Dublin Dublin 8 Ireland",53.3432444,-6.2815223,+353 1 473 6789,/Restaurant_Review-g186605-d3404049-Reviews-Bakers_Pub-Dublin_County_Dublin.html
101 Talbot Street,193,696,4.5,Average,"['Irish', 'European', 'Vegetarian Friendly']","100-102 Talbot Street, Dublin Ireland",53.350939,-6.2531516,+353 1 874 5011,/Restaurant_Review-g186605-d696170-Reviews-101_Talbot_Street-Dublin_County_Dublin.html
Balfes,194,637,4.0,Average,"['Irish', 'European', 'Vegetarian Friendly']","Balfe Street Dublin 2, Dublin D06 CH66 Ireland",53.34134509425949,-6.261318510561467,+353 1 646 3353,/Restaurant_Review-g186605-d7284584-Reviews-Balfes-Dublin_County_Dublin.html
Thunder Road Cafe,195,1651,4.0,Average,"['Irish', 'International', 'Grill']","Fleet Street Temple Bar, Dublin Ireland",53.3456141,-6.2610506,+353 1 679 4057,/Restaurant_Review-g186605-d716023-Reviews-Thunder_Road_Cafe-Dublin_County_Dublin.html
Bobo's Burgers Restaurant,197,2060,4.5,Average,"['American', 'Irish', 'Bar']","50-51 Dame Street Dublin 2, Dublin D2 Ireland",53.3443268,-6.263885,+353 1 538 0100,/Restaurant_Review-g186605-d4299689-Reviews-Bobo_s_Burgers_Restaurant-Dublin_County_Dublin.html
Herbstreet,198,725,4.0,Average,"['Irish', 'European', 'Vegetarian Friendly']","Hanover Quay Grand Canal Dock, Dublin D2 Ireland",53.344294,-6.237792,+353 1 675 3875,/Restaurant_Review-g186605-d1379594-Reviews-Herbstreet-Dublin_County_Dublin.html
Aperitivo,199,279,4.5,Cheap,"['Italian', 'Pizza', 'Street Food']","Royal Exchange 6 Parliament Street, Dublin Ireland",53.34441563196972,-6.2672810463536335,+353 67 98267,/Restaurant_Review-g186605-d8545228-Reviews-Aperitivo-Dublin_County_Dublin.html
Govindas,202,316,4.5,Cheap,"['Indian', 'Fusion', 'Vegetarian Friendly']","Middle Abbey Street, Dublin Ireland",53.34113240288457,-6.281563552535389,+353 1 872 7463,/Restaurant_Review-g186605-d943596-Reviews-Govindas-Dublin_County_Dublin.html
Taste Food Company,203,623,4.5,Average,"['Irish', 'Cafe', 'European']","39-40 South William Street, Dublin Ireland",53.3409817,-6.263171340983112,+353 1 679 8475,/Restaurant_Review-g186605-d2337060-Reviews-Taste_Food_Company-Dublin_County_Dublin.html
Napper Tandy's,204,149,4.5,Average,"['Irish', 'Bar', 'European']","13 Merrion Row, Dublin D02 AP80 Ireland",53.3382213,-6.254428,+353 1 677 1222,/Restaurant_Review-g186605-d12927453-Reviews-Napper_Tandy_s-Dublin_County_Dublin.html
Mykonos Taverna,205,726,4.5,Average,"['Seafood', 'Mediterranean', 'European']","Jasonia Centre 76 Dame Street, Dublin D02 YY54 Ireland",53.3442944,-6.2665157,+353 1 561 3745,/Restaurant_Review-g186605-d8287536-Reviews-Mykonos_Taverna-Dublin_County_Dublin.html
Madigan's Pub Abbey Street,206,280,4.5,Average,"['Irish', 'Bar', 'European']","4 Lower Abbey Street Dublin 1, Dublin Ireland",53.3486474,-6.2588423,+353 1 874 5456,/Restaurant_Review-g186605-d3605327-Reviews-Madigan_s_Pub_Abbey_Street-Dublin_County_Dublin.html
